day/month;Time;Temperature;Dew Point;Humidity;Wind;Wind Speed;Wind Gust;Pressure;Precip.;Precip Accum;Condition
27.Jul;1:00 PM;75 F;63 F;65 %;W;7 mph;0 mph;28.92 in;0.0 in;Mostly Cloudy
27.Jul;1:26 PM;75 F;63 F;65 %;W;7 mph;0 mph;28.92 in;0.0 in;Thunder in the Vicinity
27.Jul;1:30 PM;75 F;64 F;69 %;W;7 mph;0 mph;28.92 in;0.0 in;Thunder in the Vicinity
27.Jul;2:00 PM;77 F;63 F;61 %;NW;7 mph;0 mph;28.89 in;0.0 in;Thunder in the Vicinity
27.Jul;2:30 PM;75 F;64 F;69 %;W;9 mph;0 mph;28.89 in;0.0 in;Thunder in the Vicinity
27.Jul;2:49 PM;73 F;63 F;69 %;W;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;3:00 PM;73 F;64 F;73 %;W;9 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;3:30 PM;75 F;63 F;65 %;WNW;9 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;4:00 PM;75 F;64 F;69 %;W;9 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;4:30 PM;75 F;63 F;65 %;W;9 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;5:00 PM;75 F;63 F;65 %;W;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;5:30 PM;75 F;61 F;61 %;NW;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;6:00 PM;75 F;63 F;65 %;WNW;4 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;6:30 PM;75 F;63 F;65 %;WNW;4 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;7:00 PM;73 F;63 F;69 %;N;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;7:30 PM;73 F;64 F;73 %;N;9 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;8:00 PM;70 F;63 F;78 %;NW;7 mph;0 mph;28.89 in;0.0 in;Light Rain Shower
27.Jul;8:30 PM;72 F;63 F;73 %;NNE;4 mph;0 mph;28.89 in;0.0 in;Light Rain Shower
27.Jul;9:00 PM;70 F;63 F;78 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;9:30 PM;68 F;63 F;83 %;NNE;4 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
27.Jul;10:00 PM;66 F;61 F;83 %;ENE;4 mph;0 mph;28.92 in;0.0 in;Fair
27.Jul;10:30 PM;64 F;61 F;88 %;E;2 mph;0 mph;28.89 in;0.0 in;Fair
27.Jul;11:00 PM;63 F;59 F;88 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
27.Jul;11:30 PM;63 F;59 F;88 %;NNW;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;12:00 AM;63 F;59 F;88 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;12:30 AM;61 F;59 F;94 %;W;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;12:48 AM;61 F;59 F;94 %;W;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;12:50 AM;61 F;61 F;100 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;12:51 AM;61 F;61 F;100 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;1:00 AM;61 F;59 F;94 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;1:30 AM;61 F;59 F;94 %;W;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;2:00 AM;61 F;59 F;94 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;2:30 AM;59 F;59 F;100 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;3:00 AM;59 F;57 F;94 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;3:30 AM;59 F;57 F;94 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;4:00 AM;59 F;57 F;94 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;4:30 AM;59 F;57 F;94 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;5:00 AM;57 F;55 F;94 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;5:30 AM;57 F;55 F;94 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;5:35 AM;57 F;57 F;100 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fog
28.Jul;5:54 AM;57 F;57 F;100 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;6:00 AM;57 F;57 F;100 %;ESE;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;6:08 AM;57 F;57 F;100 %;SE;2 mph;0 mph;28.89 in;0.0 in;Partial Fog
28.Jul;6:21 AM;57 F;55 F;94 %;SE;2 mph;0 mph;28.89 in;0.0 in;Fog
28.Jul;6:25 AM;57 F;55 F;94 %;SE;2 mph;0 mph;28.89 in;0.0 in;Fog
28.Jul;6:30 AM;57 F;57 F;100 %;SE;2 mph;0 mph;28.89 in;0.0 in;Fog
28.Jul;6:42 AM;59 F;57 F;94 %;ESE;2 mph;0 mph;28.89 in;0.0 in;Fog
28.Jul;6:52 AM;59 F;59 F;100 %;SE;2 mph;0 mph;28.89 in;0.0 in;Fog
28.Jul;7:00 AM;59 F;59 F;100 %;SE;2 mph;0 mph;28.89 in;0.0 in;Fog
28.Jul;7:30 AM;61 F;61 F;100 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;8:00 AM;64 F;63 F;94 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;8:30 AM;66 F;64 F;94 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;9:00 AM;68 F;64 F;88 %;S;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;9:30 AM;70 F;64 F;83 %;S;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;10:00 AM;72 F;64 F;78 %;SW;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;10:30 AM;72 F;64 F;78 %;SW;7 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;11:00 AM;73 F;64 F;73 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;11:30 AM;75 F;64 F;69 %;SSW;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;12:00 PM;75 F;64 F;69 %;SW;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;12:30 PM;77 F;63 F;61 %;SSW;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;1:00 PM;77 F;66 F;69 %;SSW;4 mph;0 mph;28.89 in;0.0 in;Fair
28.Jul;1:30 PM;77 F;63 F;61 %;S;7 mph;0 mph;28.86 in;0.0 in;Fair
28.Jul;2:00 PM;79 F;63 F;57 %;SSW;7 mph;0 mph;28.86 in;0.0 in;Fair
28.Jul;2:30 PM;81 F;61 F;51 %;SSW;7 mph;0 mph;28.86 in;0.0 in;Fair
28.Jul;3:00 PM;79 F;63 F;57 %;SSW;4 mph;0 mph;28.86 in;0.0 in;Fair
28.Jul;3:30 PM;81 F;63 F;54 %;S;4 mph;0 mph;28.84 in;0.0 in;Fair
28.Jul;4:00 PM;81 F;63 F;54 %;S;7 mph;0 mph;28.84 in;0.0 in;Fair
28.Jul;4:30 PM;81 F;63 F;54 %;S;4 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
28.Jul;5:00 PM;82 F;64 F;54 %;SSW;7 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
28.Jul;5:30 PM;82 F;64 F;54 %;SSW;7 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
28.Jul;6:00 PM;81 F;64 F;58 %;SSW;7 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
28.Jul;6:30 PM;81 F;64 F;58 %;SSW;9 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
28.Jul;7:00 PM;81 F;63 F;54 %;SW;9 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
28.Jul;7:30 PM;81 F;63 F;54 %;SW;7 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
28.Jul;8:00 PM;79 F;63 F;57 %;SW;4 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
28.Jul;8:30 PM;77 F;63 F;61 %;SW;4 mph;0 mph;28.81 in;0.0 in;Fair
28.Jul;9:00 PM;75 F;63 F;65 %;SW;4 mph;0 mph;28.81 in;0.0 in;Fair
28.Jul;9:30 PM;73 F;63 F;69 %;SSW;4 mph;0 mph;28.81 in;0.0 in;Fair
28.Jul;10:00 PM;70 F;63 F;78 %;S;2 mph;0 mph;28.81 in;0.0 in;Fair
28.Jul;10:30 PM;68 F;63 F;83 %;SSW;4 mph;0 mph;28.84 in;0.0 in;Fair
28.Jul;11:00 PM;68 F;63 F;83 %;S;4 mph;0 mph;28.84 in;0.0 in;Fair
28.Jul;11:30 PM;68 F;63 F;83 %;SSW;4 mph;0 mph;28.84 in;0.0 in;Fair
29.Jul;12:00 AM;66 F;63 F;88 %;SE;4 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;12:30 AM;66 F;63 F;88 %;S;4 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;1:00 AM;64 F;63 F;94 %;S;4 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;1:30 AM;64 F;61 F;88 %;S;4 mph;0 mph;28.84 in;0.0 in;Fair
29.Jul;2:00 AM;63 F;63 F;100 %;S;2 mph;0 mph;28.84 in;0.0 in;Fair
29.Jul;2:30 AM;64 F;63 F;94 %;SSE;4 mph;0 mph;28.84 in;0.0 in;Fair
29.Jul;3:00 AM;64 F;63 F;94 %;SSE;7 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;3:30 AM;63 F;63 F;100 %;SSE;4 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;4:00 AM;63 F;63 F;100 %;SSE;7 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;4:30 AM;63 F;63 F;100 %;SSE;4 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;5:00 AM;63 F;63 F;100 %;SE;7 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;5:30 AM;63 F;63 F;100 %;SSE;7 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;6:00 AM;63 F;63 F;100 %;SSE;7 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;6:30 AM;63 F;63 F;100 %;SSE;4 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;7:00 AM;66 F;64 F;94 %;VAR;2 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;7:30 AM;70 F;64 F;83 %;SW;4 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;8:00 AM;70 F;64 F;83 %;SSW;4 mph;0 mph;28.81 in;0.0 in;Fair
29.Jul;8:30 AM;70 F;64 F;83 %;S;4 mph;0 mph;28.84 in;0.0 in;Fair
29.Jul;9:00 AM;72 F;64 F;78 %;S;4 mph;0 mph;28.84 in;0.0 in;Fair
29.Jul;9:30 AM;72 F;64 F;78 %;SW;4 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
29.Jul;10:00 AM;72 F;64 F;78 %;SW;4 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
29.Jul;10:30 AM;75 F;66 F;73 %;SW;7 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
29.Jul;11:00 AM;77 F;64 F;65 %;WSW;7 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
29.Jul;11:30 AM;79 F;63 F;57 %;W;9 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
29.Jul;12:00 PM;79 F;63 F;57 %;W;11 mph;0 mph;28.86 in;0.0 in;Fair
29.Jul;12:30 PM;79 F;63 F;57 %;W;9 mph;0 mph;28.86 in;0.0 in;Fair
29.Jul;1:00 PM;81 F;64 F;58 %;W;11 mph;0 mph;28.86 in;0.0 in;Fair
29.Jul;1:30 PM;81 F;64 F;58 %;W;13 mph;0 mph;28.89 in;0.0 in;Fair
29.Jul;2:00 PM;81 F;64 F;58 %;W;16 mph;0 mph;28.89 in;0.0 in;Fair
29.Jul;2:30 PM;77 F;64 F;65 %;WNW;11 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;3:00 PM;79 F;64 F;61 %;W;13 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;3:30 PM;81 F;64 F;58 %;WNW;13 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;4:00 PM;79 F;66 F;65 %;W;13 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;4:30 PM;81 F;64 F;58 %;W;13 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;5:00 PM;81 F;64 F;58 %;W;11 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;5:30 PM;81 F;63 F;54 %;W;11 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
29.Jul;6:00 PM;81 F;61 F;51 %;W;11 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;6:30 PM;81 F;63 F;54 %;W;9 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;7:00 PM;79 F;63 F;57 %;W;9 mph;20 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;7:30 PM;77 F;61 F;57 %;N;9 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;8:00 PM;75 F;61 F;61 %;NNW;7 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
29.Jul;8:30 PM;75 F;61 F;61 %;N;4 mph;0 mph;28.92 in;0.0 in;Partly Cloudy
29.Jul;9:00 PM;73 F;59 F;61 %;NNE;4 mph;0 mph;28.92 in;0.0 in;Fair
29.Jul;9:30 PM;70 F;61 F;73 %;NNE;4 mph;0 mph;28.92 in;0.0 in;Fair
29.Jul;10:00 PM;68 F;63 F;83 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
29.Jul;10:30 PM;66 F;63 F;88 %;CALM;0 mph;0 mph;28.92 in;0.0 in;Fair
29.Jul;11:00 PM;64 F;61 F;88 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
29.Jul;11:30 PM;64 F;63 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;12:00 AM;63 F;61 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;12:30 AM;63 F;59 F;88 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;1:00 AM;61 F;59 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;1:30 AM;61 F;59 F;94 %;VAR;2 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;2:00 AM;63 F;59 F;88 %;CALM;0 mph;0 mph;28.92 in;0.0 in;Fair
30.Jul;2:30 AM;61 F;59 F;94 %;NNE;2 mph;0 mph;28.92 in;0.0 in;Fair
30.Jul;3:00 AM;61 F;59 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;3:30 AM;61 F;59 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;4:00 AM;61 F;59 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;4:30 AM;63 F;61 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;5:00 AM;63 F;61 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;5:30 AM;61 F;59 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;6:00 AM;61 F;59 F;94 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;6:30 AM;63 F;59 F;88 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;7:00 AM;64 F;63 F;94 %;VAR;2 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;7:30 AM;64 F;63 F;94 %;SSW;4 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;8:00 AM;68 F;64 F;88 %;CALM;0 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;8:30 AM;68 F;63 F;83 %;SSW;4 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;9:00 AM;70 F;64 F;83 %;S;4 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;9:30 AM;72 F;63 F;73 %;SSE;4 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;10:00 AM;73 F;64 F;73 %;S;4 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;10:30 AM;75 F;64 F;69 %;WSW;4 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;11:00 AM;75 F;64 F;69 %;SW;4 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;11:30 AM;77 F;63 F;61 %;SSW;4 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;12:00 PM;79 F;64 F;61 %;WSW;7 mph;0 mph;28.95 in;0.0 in;Fair
30.Jul;12:30 PM;79 F;61 F;54 %;SW;4 mph;0 mph;28.95 in;0.0 in;Mostly Cloudy
30.Jul;1:00 PM;81 F;59 F;48 %;SW;7 mph;0 mph;28.95 in;0.0 in;Mostly Cloudy
30.Jul;1:30 PM;79 F;59 F;51 %;W;7 mph;0 mph;28.92 in;0.0 in;Mostly Cloudy
30.Jul;2:00 PM;81 F;57 F;45 %;W;9 mph;0 mph;28.92 in;0.0 in;Mostly Cloudy
30.Jul;2:30 PM;81 F;55 F;42 %;W;9 mph;0 mph;28.92 in;0.0 in;Partly Cloudy
30.Jul;3:00 PM;81 F;59 F;48 %;W;13 mph;0 mph;28.92 in;0.0 in;Mostly Cloudy
30.Jul;3:30 PM;81 F;59 F;48 %;WNW;11 mph;0 mph;28.92 in;0.0 in;Mostly Cloudy
30.Jul;4:00 PM;81 F;55 F;42 %;WNW;11 mph;0 mph;28.92 in;0.0 in;Mostly Cloudy
30.Jul;4:30 PM;81 F;55 F;42 %;WNW;11 mph;0 mph;28.92 in;0.0 in;Mostly Cloudy
30.Jul;5:00 PM;81 F;59 F;48 %;W;13 mph;0 mph;28.92 in;0.0 in;Mostly Cloudy
30.Jul;5:30 PM;81 F;55 F;42 %;WNW;11 mph;0 mph;28.92 in;0.0 in;Mostly Cloudy
30.Jul;6:00 PM;81 F;54 F;39 %;WNW;11 mph;0 mph;28.92 in;0.0 in;Partly Cloudy
30.Jul;6:30 PM;81 F;54 F;39 %;WNW;11 mph;0 mph;28.92 in;0.0 in;Partly Cloudy
30.Jul;7:00 PM;79 F;54 F;42 %;NW;9 mph;0 mph;28.92 in;0.0 in;Partly Cloudy
30.Jul;7:30 PM;79 F;54 F;42 %;WNW;7 mph;0 mph;28.92 in;0.0 in;Fair
30.Jul;8:00 PM;77 F;55 F;47 %;WNW;4 mph;0 mph;28.89 in;0.0 in;Fair
30.Jul;8:30 PM;75 F;57 F;53 %;W;4 mph;0 mph;28.89 in;0.0 in;Fair
30.Jul;9:00 PM;70 F;59 F;68 %;W;2 mph;0 mph;28.89 in;0.0 in;Fair
30.Jul;9:30 PM;66 F;59 F;78 %;CALM;0 mph;0 mph;28.92 in;0.0 in;Fair
30.Jul;10:00 PM;64 F;61 F;88 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
30.Jul;10:30 PM;64 F;61 F;88 %;WSW;2 mph;0 mph;28.92 in;0.0 in;Fair
30.Jul;11:00 PM;63 F;61 F;94 %;CALM;0 mph;0 mph;28.92 in;0.0 in;Fair
30.Jul;11:30 PM;63 F;57 F;82 %;CALM;0 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;12:00 AM;61 F;57 F;88 %;CALM;0 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;12:30 AM;59 F;57 F;94 %;N;2 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;1:00 AM;59 F;57 F;94 %;N;4 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;1:30 AM;59 F;57 F;94 %;N;7 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;2:00 AM;61 F;54 F;77 %;N;4 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;2:30 AM;63 F;54 F;72 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;3:00 AM;57 F;54 F;88 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;3:30 AM;57 F;57 F;100 %;WNW;2 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;4:00 AM;57 F;55 F;94 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;4:30 AM;57 F;55 F;94 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
31.Jul;5:00 AM;57 F;57 F;100 %;NW;2 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;5:30 AM;57 F;54 F;88 %;NNW;2 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;6:00 AM;57 F;54 F;88 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;6:30 AM;57 F;55 F;94 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;7:00 AM;59 F;55 F;88 %;W;2 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;7:30 AM;59 F;57 F;94 %;SSW;2 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;8:00 AM;61 F;57 F;88 %;S;2 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;8:30 AM;61 F;57 F;88 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;9:00 AM;63 F;59 F;88 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;9:30 AM;64 F;55 F;73 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;10:00 AM;66 F;55 F;68 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;10:30 AM;64 F;55 F;73 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;11:00 AM;66 F;55 F;68 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
31.Jul;11:30 AM;68 F;57 F;68 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Light Rain Shower
31.Jul;12:00 PM;68 F;54 F;60 %;VAR;2 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
31.Jul;12:30 PM;70 F;57 F;64 %;SSW;4 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
31.Jul;1:00 PM;72 F;55 F;57 %;W;7 mph;0 mph;28.86 in;0.0 in;Fair
31.Jul;1:30 PM;72 F;55 F;57 %;WSW;9 mph;0 mph;28.84 in;0.0 in;Fair
31.Jul;2:00 PM;72 F;54 F;53 %;W;9 mph;0 mph;28.84 in;0.0 in;Fair
31.Jul;2:30 PM;73 F;50 F;44 %;W;9 mph;0 mph;28.84 in;0.0 in;Fair
31.Jul;3:00 PM;75 F;54 F;47 %;W;11 mph;0 mph;28.84 in;0.0 in;Fair
31.Jul;3:30 PM;75 F;48 F;38 %;W;13 mph;0 mph;28.84 in;0.0 in;Fair
31.Jul;4:00 PM;77 F;54 F;44 %;W;11 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;4:30 PM;75 F;52 F;44 %;W;13 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;5:00 PM;75 F;50 F;41 %;WNW;13 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;5:30 PM;75 F;50 F;41 %;WNW;11 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;6:00 PM;75 F;50 F;41 %;WNW;16 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;6:30 PM;75 F;46 F;36 %;WNW;11 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;7:00 PM;73 F;46 F;38 %;WNW;11 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;7:30 PM;73 F;46 F;38 %;WNW;9 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;8:00 PM;72 F;46 F;41 %;NW;9 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;8:30 PM;70 F;46 F;43 %;NNW;7 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;9:00 PM;68 F;46 F;46 %;N;7 mph;0 mph;28.81 in;0.0 in;Fair
31.Jul;9:30 PM;64 F;48 F;56 %;N;7 mph;0 mph;28.84 in;0.0 in;Fair
31.Jul;10:00 PM;64 F;48 F;56 %;N;7 mph;0 mph;28.84 in;0.0 in;Fair
31.Jul;10:30 PM;63 F;50 F;63 %;N;4 mph;0 mph;28.84 in;0.0 in;Fair
31.Jul;11:00 PM;61 F;52 F;72 %;N;4 mph;0 mph;28.84 in;0.0 in;Fair
31.Jul;11:30 PM;57 F;50 F;77 %;NNW;4 mph;0 mph;28.86 in;0.0 in;Fair
1.Aug;12:00 AM;55 F;48 F;77 %;NW;2 mph;0 mph;28.86 in;0.0 in;Fair
1.Aug;12:30 AM;55 F;48 F;77 %;NNW;2 mph;0 mph;28.86 in;0.0 in;Fair
1.Aug;1:00 AM;54 F;48 F;82 %;NNW;2 mph;0 mph;28.86 in;0.0 in;Fair
1.Aug;1:30 AM;54 F;48 F;82 %;W;2 mph;0 mph;28.86 in;0.0 in;Fair
1.Aug;2:00 AM;54 F;50 F;88 %;CALM;0 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;2:30 AM;52 F;50 F;94 %;WSW;2 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;3:00 AM;52 F;50 F;94 %;VAR;2 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;3:30 AM;52 F;50 F;94 %;SE;2 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;4:00 AM;52 F;50 F;94 %;CALM;0 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;4:30 AM;54 F;50 F;88 %;CALM;0 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;5:00 AM;54 F;52 F;94 %;WNW;2 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;5:30 AM;52 F;50 F;94 %;CALM;0 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;6:00 AM;52 F;50 F;94 %;WSW;4 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;6:30 AM;52 F;50 F;94 %;SSW;2 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;7:00 AM;54 F;52 F;94 %;VAR;2 mph;0 mph;28.84 in;0.0 in;Fair
1.Aug;7:30 AM;55 F;52 F;88 %;VAR;2 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
1.Aug;8:00 AM;55 F;54 F;94 %;VAR;2 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
1.Aug;8:30 AM;57 F;54 F;88 %;WNW;2 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
1.Aug;9:00 AM;59 F;54 F;82 %;VAR;2 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
1.Aug;9:30 AM;61 F;54 F;77 %;NW;9 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
1.Aug;10:00 AM;61 F;55 F;82 %;NW;9 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
1.Aug;10:30 AM;61 F;55 F;82 %;NNW;9 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
1.Aug;11:00 AM;63 F;55 F;77 %;NW;9 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
